"id","decimal","hex","tagsite","tagdate","genus_species","sex","reproductive_status","age","contact_name","contact_email"
"*982000365079957",982.000365079957,"3D6.0015C2AD95","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000364917370",982.00036491737,"3D6.0015C0327A","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000364891303",982.000364891303,"3D6.0015BFCCA7","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000365080180",982.00036508018,"3D6.0015C2AE74","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000365064935",982.000365064935,"3D6.0015C272E7","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000364965711",982.000364965711,"3D6.0015C0EF4F","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000364967647",982.000364967647,"3D6.0015C0F6DF","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000364967016",982.000364967016,"3D6.0015C0F468","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000365064756",982.000365064756,"3D6.0015C27234","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000364917253",982.000364917253,"3D6.0015C03205","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000365065053",982.000365065053,"3D6.0015C2735D","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000365065262",982.000365065262,"3D6.0015C2742E","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000364916557",982.000364916557,"3D6.0015C02F4D","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000365065543",982.000365065543,"3D6.0015C27547","tucson_3_F","9/10/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000365080329",982.000365080329,"3D6.0015C2AF09","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000365065589",982.000365065589,"3D6.0015C27575","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000365065495",982.000365065495,"3D6.0015C27517","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000365080349",982.000365080349,"3D6.0015C2AF1D","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000364917099",982.000364917099,"3D6.0015C0316B","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000364917069",982.000364917069,"3D6.0015C0314D","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929976",985.111000929976,"3D9.19D82BC6B8","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*982000364917016",982.000364917016,"3D6.0015C03118","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929975",985.111000929975,"3D9.19D82BC6B7","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929980",985.11100092998,"3D9.19D82BC6BC","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929974",985.111000929974,"3D9.19D82BC6B6","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","post-lactating","adult","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929978",985.111000929978,"3D9.19D82BC6BA","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929979",985.111000929979,"3D9.19D82BC6BB","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929981",985.111000929981,"3D9.19D82BC6BD","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929982",985.111000929982,"3D9.19D82BC6BE","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929956",985.111000929956,"3D9.19D82BC6A4","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929977",985.111000929977,"3D9.19D82BC6B9","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929954",985.111000929954,"3D9.19D82BC6A2","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929953",985.111000929953,"3D9.19D82BC6A1","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929961",985.111000929961,"3D9.19D82BC6A9","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929962",985.111000929962,"3D9.19D82BC6AA","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929960",985.11100092996,"3D9.19D82BC6A8","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*985111000929958",985.111000929958,"3D9.19D82BC6A6","tucson_4_F","9/24/2016","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Sandy Wolf","sandyawolf42@gmail.com "
"*989001005527070",989.00100552707,"3DD.003BEF201E","chivato","12/30/2016","Leptonycteris yerbabuenae","male","active","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527077",989.001005527077,"3DD.003BEF2025","chivato","12/30/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527096",989.001005527096,"3DD.003BEF2038","chivato","12/30/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527107",989.001005527107,"3DD.003BEF2043","chivato","12/30/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527030",989.00100552703,"3DD.003BEF1FF6","chivato","12/30/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527057",989.001005527057,"3DD.003BEF2011","chivato","12/30/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527037",989.001005527037,"3DD.003BEF1FFD","chivato","12/30/2016","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527065",989.001005527065,"3DD.003BEF2019","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527079",989.001005527079,"3DD.003BEF2027","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527076",989.001005527076,"3DD.003BEF2024","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527036",989.001005527036,"3DD.003BEF1FFC","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527066",989.001005527066,"3DD.003BEF201A","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527052",989.001005527052,"3DD.003BEF200C","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527034",989.001005527034,"3DD.003BEF1FFA","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527099",989.001005527099,"3DD.003BEF203B","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527091",989.001005527091,"3DD.003BEF2033","gitana","12/31/2016","Leptonycteris yerbabuenae","female","pregnant","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527100",989.0010055271,"3DD.003BEF203C","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527054",989.001005527054,"3DD.003BEF200E","gitana","12/31/2016","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527051",989.001005527051,"3DD.003BEF200B","gitana","12/31/2016","Leptonycteris yerbabuenae","female","pregnant","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527040",989.00100552704,"3DD.003BEF2000","gitana","12/31/2016","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527074",989.001005527074,"3DD.003BEF2022","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527068",989.001005527068,"3DD.003BEF201C","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527085",989.001005527085,"3DD.003BEF202D","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527112",989.001005527112,"3DD.003BEF2048","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527064",989.001005527064,"3DD.003BEF2018","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527102",989.001005527102,"3DD.003BEF203E","gitana","12/31/2016","Leptonycteris yerbabuenae","female","pregnant","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527033",989.001005527033,"3DD.003BEF1FF9","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527069",989.001005527069,"3DD.003BEF201D","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527083",989.001005527083,"3DD.003BEF202B","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527049",989.001005527049,"3DD.003BEF2009","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527045",989.001005527045,"3DD.003BEF2005","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527110",989.00100552711,"3DD.003BEF2046","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527073",989.001005527073,"3DD.003BEF2021","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527106",989.001005527106,"3DD.003BEF2042","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527080",989.00100552708,"3DD.003BEF2028","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527088",989.001005527088,"3DD.003BEF2030","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527109",989.001005527109,"3DD.003BEF2045","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527094",989.001005527094,"3DD.003BEF2036","gitana","12/31/2016","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527116",989.001005527116,"3DD.003BEF204C","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527038",989.001005527038,"3DD.003BEF1FFE","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527027",989.001005527027,"3DD.003BEF1FF3","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527063",989.001005527063,"3DD.003BEF2017","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527090",989.00100552709,"3DD.003BEF2032","gitana","12/31/2016","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527035",989.001005527035,"3DD.003BEF1FFB","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527086",989.001005527086,"3DD.003BEF202E","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527053",989.001005527053,"3DD.003BEF200D","gitana","12/31/2016","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527097",989.001005527097,"3DD.003BEF2039","gitana","12/31/2016","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527078",989.001005527078,"3DD.003BEF2026","gitana","12/31/2016","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527055",989.001005527055,"3DD.003BEF200F","gitana","12/31/2016","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527101",989.001005527101,"3DD.003BEF203D","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527043",989.001005527043,"3DD.003BEF2003","gitana","12/31/2016","Leptonycteris yerbabuenae","female","pregnant","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527115",989.001005527115,"3DD.003BEF204B","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527098",989.001005527098,"3DD.003BEF203A","gitana","12/31/2016","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005527124",989.001005527124,"3DD.003BEF2054","gitana","12/31/2016","Leptonycteris yerbabuenae","female","pregnant","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646629",989.001006646629,"3DD.003C003565","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646652",989.001006646652,"3DD.003C00357C","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646589",989.001006646589,"3DD.003C00353D","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710142",989.001006710142,"3DD.003C012D7E","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646587",989.001006646587,"3DD.003C00353B","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646663",989.001006646663,"3DD.003C003587","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710094",989.001006710094,"3DD.003C012D4E","carmen","5/27/2017","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646639",989.001006646639,"3DD.003C00356F","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646632",989.001006646632,"3DD.003C003568","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710168",989.001006710168,"3DD.003C012D98","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710104",989.001006710104,"3DD.003C012D58","carmen","5/27/2017","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710169",989.001006710169,"3DD.003C012D99","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710119",989.001006710119,"3DD.003C012D67","carmen","5/27/2017","Leptonycteris yerbabuenae","female","post-lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646571",989.001006646571,"3DD.003C00352B","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710133",989.001006710133,"3DD.003C012D75","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710147",989.001006710147,"3DD.003C012D83","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710110",989.00100671011,"3DD.003C012D5E","carmen","5/27/2017","Leptonycteris yerbabuenae","female","post-lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646598",989.001006646598,"3DD.003C003546","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646642",989.001006646642,"3DD.003C003572","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646628",989.001006646628,"3DD.003C003564","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710157",989.001006710157,"3DD.003C012D8D","carmen","5/27/2017","Leptonycteris yerbabuenae","female","post-lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710096",989.001006710096,"3DD.003C012D50","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710125",989.001006710125,"3DD.003C012D6D","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646645",989.001006646645,"3DD.003C003575","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646649",989.001006646649,"3DD.003C003579","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710153",989.001006710153,"3DD.003C012D89","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646567",989.001006646567,"3DD.003C003527","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710172",989.001006710172,"3DD.003C012D9C","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646653",989.001006646653,"3DD.003C00357D","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710146",989.001006710146,"3DD.003C012D82","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646595",989.001006646595,"3DD.003C003543","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646569",989.001006646569,"3DD.003C003529","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710140",989.00100671014,"3DD.003C012D7C","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646656",989.001006646656,"3DD.003C003580","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646603",989.001006646603,"3DD.003C00354B","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646602",989.001006646602,"3DD.003C00354A","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710102",989.001006710102,"3DD.003C012D56","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646610",989.00100664661,"3DD.003C003552","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710115",989.001006710115,"3DD.003C012D63","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646594",989.001006646594,"3DD.003C003542","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646619",989.001006646619,"3DD.003C00355B","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710151",989.001006710151,"3DD.003C012D87","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710108",989.001006710108,"3DD.003C012D5C","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710099",989.001006710099,"3DD.003C012D53","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710105",989.001006710105,"3DD.003C012D59","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646585",989.001006646585,"3DD.003C003539","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710126",989.001006710126,"3DD.003C012D6E","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646611",989.001006646611,"3DD.003C003553","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710154",989.001006710154,"3DD.003C012D8A","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710106",989.001006710106,"3DD.003C012D5A","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710086",989.001006710086,"3DD.003C012D46","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710123",989.001006710123,"3DD.003C012D6B","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710165",989.001006710165,"3DD.003C012D95","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646644",989.001006646644,"3DD.003C003574","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646664",989.001006646664,"3DD.003C003588","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646625",989.001006646625,"3DD.003C003561","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646583",989.001006646583,"3DD.003C003537","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646612",989.001006646612,"3DD.003C003554","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646604",989.001006646604,"3DD.003C00354C","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710163",989.001006710163,"3DD.003C012D93","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710116",989.001006710116,"3DD.003C012D64","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646607",989.001006646607,"3DD.003C00354F","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710087",989.001006710087,"3DD.003C012D47","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710095",989.001006710095,"3DD.003C012D4F","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646581",989.001006646581,"3DD.003C003535","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646637",989.001006646637,"3DD.003C00356D","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710077",989.001006710077,"3DD.003C012D3D","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646623",989.001006646623,"3DD.003C00355F","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646592",989.001006646592,"3DD.003C003540","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006710161",989.001006710161,"3DD.003C012D91","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001006646586",989.001006646586,"3DD.003C00353A","carmen","5/27/2017","Leptonycteris yerbabuenae","female","lactating","adult","Winifred Frick","wfrick@batcon.org "
